name,fda_verified,fda_generic_name,fda_brand_names,brand,class,subclass,mechanism,route,fda_route,fda_dosage_form,half_life_hr_min,half_life_hr_max,protein_binding_pct,bioavailability_pct,renal_excretion_pct,primary_enzyme,secondary_enzymes,narrow_ti,max_daily_dose_mg,therapeutic_range,monitoring,pregnancy_cat,food_effect,contraindications,notes,fda_warnings_text,fda_contraindications_text,fda_drug_interactions_text,fda_pregnancy_text,top_adverse_reactions,fda_rxcui,fda_ndc,fda_manufacturer
oseltamivir,True,OSELTAMIVIR PHOSPHATE,Oseltamivir Phosphate,Tamiflu,antiviral,neuraminidase inhibitor (influenza),Inhibits influenza neuraminidase → prevents viral release from infected cells,oral,ORAL,,6,10,3,80,90,,,False,150,Initiated within 48hr of symptom onset for efficacy,Renal function (dose adjust if CrCl <30)|Neuropsychiatric symptoms (children),C,Take with food to reduce nausea/vomiting,,Must start within 48hr of onset. Dose reduce for CrCl 10-30: 75mg once daily. Suspicion in pediatrics for neuropsychiatric events.,,"4 CONTRAINDICATIONS Oseltamivir phosphate for oral suspension is contraindicated in patients with known serious hypersensitivity to oseltamivir or any component of the product. Severe allergic reactions have included anaphylaxis and serious skin reactions including toxic epidermal necrolysis, Steven","7 DRUG INTERACTIONS Live attenuated influenza vaccine (LAIV), intranasal: Avoid administration of LAIV within 2 weeks before or 48 hours after oseltamivir phosphate for oral suspension use, unless medically indicated. ( 7 ) 7.1 Influenza Vaccines Live Attenuated Influenza Vaccine The concurrent use of oseltamivir phosphate with live attenuated influenza vaccine (LAIV) intranasal has not been evalu",8.1 Pregnancy Risk Summary There are no adequate and well-controlled studies with oseltamivir phosphate for oral suspension in pregnant women to inform a drug-associated risk of adverse developmental ,OFF LABEL USE|DRUG INEFFECTIVE|NO ADVERSE EVENT|VOMITING|NAUSEA|HEADACHE|PNEUMONIA|CONDITION AGGRAVATED,1115698,0527-5137,"Lannett Company, Inc."
tenofovir,True,"BICTEGRAVIR SODIUM, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE FUMARATE",Biktarvy,Viread|TDF,antiviral,NRTI (HIV/HBV),Nucleotide reverse transcriptase inhibitor → competitive inhibition of HIV-1 RT and HBV polymerase,oral,ORAL,,12,18,0.7,39,80,,,False,300,Undetectable HIV VL; HBV suppression,Renal function (tubular toxicity)|Bone mineral density|Phosphate|HIV VL|HBV DNA,B,High-fat meal increases AUC 40% — take consistently with or without food.,,Fanconi syndrome risk (proximal tubular dysfunction). BMD loss — calcium/Vit D supplementation. TDF replaced by TAF (lower renal/bone toxicity) in many settings.,,"4 CONTRAINDICATIONS BIKTARVY is contraindicated to be co-administered with: dofetilide due to the potential for increased dofetilide plasma concentrations and associated serious and/or life-threatening events [see Drug Interactions (7.5) ] . rifampin due to decreased BIC plasma concentrations, which","7 DRUG INTERACTIONS Because BIKTARVY is a complete regimen, coadministration with other antiretroviral medications for the treatment of HIV-1 infection is not recommended. ( 7.1 ) Consult the Full Prescribing Information prior to and during treatment for important drug interactions. ( 4 , 5.2 , 7 , 12.3 ) 7.1 Other Antiretroviral Medications Because BIKTARVY is a complete regimen, coadministration",8.1 Pregnancy Pregnancy Exposure Registry There is a pregnancy exposure registry that monitors pregnancy outcomes in women exposed to BIKTARVY during pregnancy. Healthcare providers are encouraged to ,FOETAL EXPOSURE DURING PREGNANCY|MATERNAL EXPOSURE DURING PREGNANCY|VIROLOGIC FAILURE|DRUG INEFFECTIVE|DRUG INTERACTION|DEATH|ABORTION SPONTANEOUS|DRUG RESISTANCE,1999667|1999673,50090-6247,A-S Medication Solutions
emtricitabine,True,"BICTEGRAVIR SODIUM, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE FUMARATE",Biktarvy,Emtriva|FTC,antiviral,NRTI (HIV/HBV),Cytidine analogue NRTI → inhibits HIV-1 reverse transcriptase and HBV polymerase,oral,ORAL,,10,10,4,93,70,,,False,200,Undetectable HIV VL,Renal function|HIV VL|HBV status before discontinuation (flare risk),B,Can be taken with or without food,,Usually co-formulated with TDF as Truvada or with TAF as Descovy. HBV flare if stopped in HBV co-infected — do not discontinue without HBV plan.,,"4 CONTRAINDICATIONS BIKTARVY is contraindicated to be co-administered with: dofetilide due to the potential for increased dofetilide plasma concentrations and associated serious and/or life-threatening events [see Drug Interactions (7.5) ] . rifampin due to decreased BIC plasma concentrations, which","7 DRUG INTERACTIONS Because BIKTARVY is a complete regimen, coadministration with other antiretroviral medications for the treatment of HIV-1 infection is not recommended. ( 7.1 ) Consult the Full Prescribing Information prior to and during treatment for important drug interactions. ( 4 , 5.2 , 7 , 12.3 ) 7.1 Other Antiretroviral Medications Because BIKTARVY is a complete regimen, coadministration",8.1 Pregnancy Pregnancy Exposure Registry There is a pregnancy exposure registry that monitors pregnancy outcomes in women exposed to BIKTARVY during pregnancy. Healthcare providers are encouraged to ,FOETAL EXPOSURE DURING PREGNANCY|MATERNAL EXPOSURE DURING PREGNANCY|DRUG INTERACTION|DRUG INEFFECTIVE|ABORTION SPONTANEOUS|VIROLOGIC FAILURE|DEATH|DRUG RESISTANCE,1999667|1999673,50090-6247,A-S Medication Solutions
carbamazepine,True,CARBAMAZEPINE,Carbamazepine,Tegretol|Carbatrol,anticonvulsant,sodium channel blocker,Inhibits voltage-gated Na+ channels → stabilizes neuronal membranes; also reduces glutamate release,oral,ORAL,,25,65,76,85,3,CYP3A4,CYP2C8,True,1600,4-12 mg/L (epilepsy); 4-8 mg/L (mood),Carbamazepine level (at steady state 2-4wk)|CBC (aplastic anemia)|LFTs|Na+ (SIADH)|HLA-B*1502 screening (Asian patients — SJS risk),D,Take WITH food to reduce GI upset. Grapefruit increases levels significantly.,bone marrow suppression|concurrent MAOIs|HLA-B*1502 positive (SJS risk in Asians),"POTENT CYP3A4, CYP2C9, CYP1A2 INDUCER — reduces levels of oral contraceptives, warfarin, statins, many others. Autoinduction (induces own metabolism — t1/2 shortens from 65hr initially to 25hr at steady state). SJS/TEN risk — HLA-B*1502 test in at-risk populations.",,"CONTRAINDICATIONS Carbamazepine should not be used in patients with a history of previous bone marrow depression, hypersensitivity to the drug, or known sensitivity to any of the tricyclic compounds, such as amitriptyline, desipramine, imipramine, protriptyline, nortriptyline, etc. Likewise, on theo","Drug Interactions There has been a report of a patient who passed an orange rubbery precipitate in his stool the day after ingesting carbamazepine suspension immediately followed by Thorazine solution. Subsequent testing has shown that mixing carbamazepine suspension and chlorpromazine solution (both generic and brand name) as well as carbamazepine suspension and liquid Mellaril, resulted in the o",,DRUG INEFFECTIVE|DRUG INTERACTION|TOXICITY TO VARIOUS AGENTS|SEIZURE|FALL|OFF LABEL USE|DIZZINESS|FATIGUE,308979,50090-5740,A-S Medication Solutions
valproate,True,VALPROATE SODIUM,Valproate Sodium,Depakene|Depakote|Epilim,anticonvulsant,fatty acid anticonvulsant / mood stabilizer,"Na+ channel inhibition, GABA transaminase inhibition (↑ GABA), histone deacetylase inhibition",oral|IV,INTRAVENOUS,,9,16,90,100,3,CYP2C9,UGT|Beta-oxidation,True,3000,50-100 mg/L (general); 50-125 mg/L (mania),Valproate level|LFTs (hepatotoxicity)|Platelets/CBC|Ammonia (hyperammonemia)|Fetal monitoring (teratogen),X,Take WITH food to reduce GI upset. Enteric-coated formulation reduces GI side effects.,"hepatic disease|urea cycle disorders|pregnancy (teratogen — neural tube defects, cognitive impairment)","TERATOGEN — neural tube defects (2-3%), cognitive impairment in children. Contraindicated in women of childbearing potential unless no alternative. Inhibits CYP2C9 → increases lamotrigine, phenobarbital. Carbapenems dramatically reduce valproate levels.",,4 CONTRAINDICATIONS • Valproate sodium injection should not be administered to patients with hepatic disease or significant hepatic dysfunction [see Warnings and Precautions ( 5.1 )] . • Valproate sodium injection is contraindicated in patients known to have mitochondrial disorders caused by mutatio,"7 DRUG INTERACTIONS • Hepatic enzyme-inducing drugs (e.g., phenytoin, carbamazepine, phenobarbital, primidone, rifampin) can increase valproate clearance, while enzyme inhibitors (e.g., felbamate) can decrease valproate clearance. Therefore increased monitoring of valproate and concomitant drug concentrations and dosage adjustment are indicated whenever enzyme-inducing or inhibiting drugs are intr","8.1 Pregnancy Pregnancy Exposure Registry There is a pregnancy exposure registry that monitors pregnancy outcomes in women exposed to antiepileptic drugs (AEDs), including Valproate sodium, during pre",DRUG INEFFECTIVE|DRUG INTERACTION|OFF LABEL USE|SEIZURE|SOMNOLENCE|FOETAL EXPOSURE DURING PREGNANCY|EPILEPSY|TOXICITY TO VARIOUS AGENTS,1099648,63323-494,"Fresenius Kabi USA, LLC"
lamotrigine,True,LAMOTRIGINE,Lamotrigine,Lamictal,anticonvulsant,sodium channel blocker / glutamate inhibitor,Inhibits voltage-gated Na+ channels; reduces glutamate/aspartate release,oral,ORAL,,25,33,55,98,90,UGT1A4,,True,500,3-14 mg/L,Lamotrigine level|Skin rash (SJS/TEN — especially if dose escalated too fast)|Seizure frequency,C,Can be taken with or without food,,"SJS risk — SLOW titration mandatory (start 25mg, double q2wk). Valproate doubles lamotrigine level — reduce dose 50%. Carbamazepine/phenytoin halve lamotrigine level. OCP reduces lamotrigine level 50% — adjust on initiation/cessation.",,"4 CONTRAINDICATIONS Lamotrigine is contraindicated in patients who have demonstrated hypersensitivity (e.g., rash, angioedema, acute urticaria, extensive pruritus, mucosal ulceration) to the drug or its ingredients [see Boxed Warning , Warnings and Precautions ( 5.1 , 5.3 )]. Hypersensitivity to the","7 DRUG INTERACTIONS Significant drug interactions with lamotrigine are summarized in this section. Uridine 5´-diphospho-glucuronyl transferases (UGT) have been identified as the enzymes responsible for metabolism of lamotrigine. Drugs that induce or inhibit glucuronidation may, therefore, affect the apparent clearance of lamotrigine. Strong or moderate inducers of the cytochrome P450 3A4 (CYP3A4) ","8.1 Pregnancy Pregnancy Exposure Registry There is a pregnancy exposure registry that monitors pregnancy outcomes in women exposed to AEDs, including lamotrigine, during pregnancy. Encourage women who",DRUG INEFFECTIVE|SEIZURE|TOXICITY TO VARIOUS AGENTS|OFF LABEL USE|DRUG INTERACTION|COMPLETED SUICIDE|DIZZINESS|NAUSEA,103968|198430|252478,49884-484|49884-485,"Par Health USA, LLC"
lithium,True,LITHIUM CARBONATE,lithium carbonate,Eskalith|Lithobid,mood stabilizer,alkali metal ion,"Inositol monophosphatase inhibition → affects intracellular signaling; modulates GSK-3β, serotonin/dopamine release",oral,ORAL,,18,36,0,100,100,,,True,2400,0.6-1.2 mEq/L (maintenance); 0.8-1.2 mEq/L (acute mania); toxic >1.5 mEq/L,Lithium level (12hr post-dose) q3-6mo|Renal function (GFR — lithium nephrotoxicity)|Thyroid (hypothyroidism)|Ca++ (hyperparathyroidism)|ECG (T-wave changes),D,Take with food/milk to reduce GI upset. MAINTAIN CONSISTENT SODIUM INTAKE — low-sodium diet causes lithium retention → toxicity. Dehydration causes toxicity.,severe renal impairment|severe cardiovascular disease,"CRITICAL: NSAIDs, thiazides, ACE inhibitors reduce renal lithium clearance → toxicity. Dehydration/sodium restriction → lithium toxicity. Toxicity signs: tremor, ataxia, confusion, arrhythmia. No protein binding → dialysis removes lithium in overdose.",,4 CONTRAINDICATIONS Lithium is contraindicated in patients with known hypersensitivity to any inactive ingredient in the lithium carbonate capsule or lithium citrate products [see Adverse Reactions ( 6 )]. Known hypersensitivity to any inactive ingredient in the drug product ( 4 ),"7 DRUG INTERACTIONS • Diuretics, NSAID, renin-angiotensin system antagonists, or metronidazole may increase lithium serum concentrations. Recommend frequent monitoring of serum lithium concentration and adjust dosage when necessary. ( 2.3 , 7.1 ) • Serotonergic Agents: Increased risk of serotonin syndrome when co-administered with lithium. ( 5.6 , 7.1 ) • Antipsychotics: There have been reports of",8.1 Pregnancy Risk Summary: Lithium may cause harm when administered to a pregnant woman. Early voluntary reports to international birth registries suggested an increase in cardiovascular malformation,TOXICITY TO VARIOUS AGENTS|DRUG INEFFECTIVE|DRUG INTERACTION|TREMOR|NAUSEA|OFF LABEL USE|WEIGHT INCREASED|FATIGUE,311355,70518-4627,REMEDYREPACK INC.
vancomycin,True,VANCOMYCIN HYDROCHLORIDE,Vancomycin Hydrochloride,Vancocin,antibiotic,glycopeptide,Inhibits cell wall synthesis by binding D-Ala-D-Ala terminus of peptidoglycan precursors,IV|oral (C. diff only),INTRAVENOUS,,4,11,55,0,90,,,True,,AUC/MIC 400-600 (current guideline); trough 10-20 mg/L (traditional),AUC-guided TDM (preferred) or trough|Renal function (nephrotoxicity)|Audiology if prolonged (ototoxicity)|Red Man syndrome (infusion rate),C,IV only (systemic). Oral formulation for C. diff — not absorbed systemically.,hypersensitivity to vancomycin,Red Man Syndrome: infuse over ≥60 min. Nephrotoxicity synergistic with aminoglycosides. Oral vancomycin for C. diff: NOT absorbed — safe in renal impairment. MRSA drug of choice.,"WARNINGS Infusion Reactions Rapid bolus administration (e.g., over several minutes) may be associated with exaggerated hypotension, including shock and rarely cardiac arrest. Vancomycin hydrochloride for injection should be administered in a diluted solution over a period of not less than 60 minutes",CONTRAINDICATIONS Vancomycin hydrochloride for injection is contraindicated in patients with known hypersensitivity to this antibiotic.,"Drug Interactions Concomitant administration of vancomycin and anesthetic agents has been associated with erythema and histamine-like flushing (see Pediatric Use, PRECAUTIONS ) and anaphylactoid reactions (see ADVERSE REACTIONS ). Monitor renal function in patients receiving vancomycin and concurrent and/or sequential systemic or topical use of other potentially, neurotoxic and/or nephrotoxic drug","Pregnancy Teratogenic Effects Animal reproduction studies have not been conducted with vancomycin. It is not known whether vancomycin can affect reproduction capacity. In a controlled clinical study, ",DRUG INEFFECTIVE|ACUTE KIDNEY INJURY|OFF LABEL USE|PYREXIA|DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS|RENAL FAILURE|DRUG HYPERSENSITIVITY|RASH,1807516|1807513,68083-143|68083-144,Gland Pharma Limited
meropenem,True,MEROPENEM,MEROPENEM,Merrem,antibiotic,carbapenem,Inhibits PBPs → blocks cell wall transpeptidation → bactericidal,IV,INTRAVENOUS,,1,1.5,2,100,70,,,False,6000,%T>MIC guided dosing; extended infusion preferred,Renal function (dose adjust)|Seizure threshold (especially with prior CNS disease)|Valproate level (carbapenems reduce valproate),B,IV only,,CRITICAL: Carbapenems reduce valproate serum level up to 90% within 24hr — do not combine if valproate essential. Extended infusion (3hr) recommended for MIC >2 mg/L organisms.,,"4 CONTRAINDICATIONS Meropenem for Injection, USP is contraindicated in patients with known hypersensitivity to any component of this product or to other drugs in the same class or in patients who have demonstrated anaphylactic reactions to beta (β)-lactams. Known hypersensitivity to product componen","7 DRUG INTERACTIONS Co-administration of Meropenem for Injection, USP with probenecid inhibits renal excretion of meropenem and is therefore not recommended. ( 7.1 ) The concomitant use of Meropenem for Injection, USP and valproic acid or divalproex sodium is generally not recommended. Antibacterial drugs other than carbapenems should be considered to treat infections in patients whose seizures ar",8.1 Pregnancy Risk Summary There are insufficient human data to establish whether there is a drug-associated risk of major birth defects or miscarriages with meropenem in pregnant women. No fetal toxi,DRUG INEFFECTIVE|OFF LABEL USE|PYREXIA|PNEUMONIA|SEPSIS|SEPTIC SHOCK|ACUTE KIDNEY INJURY|CONDITION AGGRAVATED,1722934|1722939,70594-075|70594-076,Xellia Pharmaceuticals USA LLC
linezolid,True,LINEZOLID,Linezolid,Zyvox,antibiotic,oxazolidinone,Binds 23S rRNA of 50S ribosomal subunit → inhibits initiation complex formation,oral|IV,ORAL,,4.4,5.5,31,100,30,,,False,1200,AUC/MIC > 80-120 for MRSA,"CBC weekly (myelosuppression)|Serotonin syndrome signs|Lactic acidosis (mitochondrial toxicity, prolonged use)|Optic neuropathy (prolonged use >28 days)",C,"Can be taken with or without food. AVOID tyramine-rich foods (aged cheese, cured meats, wine) — MAOI-like reaction.",,Weak MAO inhibitor — serotonin syndrome risk with SSRIs/SNRIs/tramadol (critical DDI). Tyramine dietary restriction required. Not intended for >28-day courses without specialist review.,,4 CONTRAINDICATIONS • Known hypersensitivity to linezolid or any of the other product components. ( 4.1 ) • Patients taking any monoamine oxidase inhibitors (MAOI) or within two weeks of taking an MAOI. ( 4.2 ) 4.1 Hypersensitivity Linezolid formulations are contraindicated for use in patients who h,"7 DRUG INTERACTIONS Monoamine oxidase inhibitors and potential for interaction with adrenergic and serotonergic agents. ( 4.2 , 5.3 , 5.6 , 7 , 12.3 ) 7.1 Monoamine Oxidase Inhibitors Linezolid is a reversible, nonselective inhibitor of monoamine oxidase [see Contraindications ( 4.2 ) and Clinical Pharmacology ( 12.3 )]. 7.2 Adrenergic and Serotonergic Agents Linezolid has the potential for intera","8.1 Pregnancy Risk Summary Available data from published and postmarketing case reports with linezolid use in pregnant women have not identified a drug-associated risk of major birth defects, miscarri",OFF LABEL USE|DRUG INEFFECTIVE|THROMBOCYTOPENIA|ANAEMIA|DRUG INTERACTION|NAUSEA|LACTIC ACIDOSIS|ACUTE KIDNEY INJURY,311345,0054-0319,Hikma Pharmaceuticals USA Inc.
insulin_aspart,True,INSULIN ASPART,NOVOLOG,NovoLog|NovoRapid|Fiasp,antidiabetic,rapid-acting insulin analogue,Rapid-onset insulin receptor agonism — covers post-meal glucose excursion,subcutaneous|IV (hospital),INTRAVENOUS|SUBCUTANEOUS,,1.5,1.5,0,70,5,,,True,,Post-prandial BG <180 mg/dL,Blood glucose before and 2hr after meals|Hypoglycemia|HbA1c,B,MUST be administered 0-15 minutes before or immediately after starting a meal. Dose based on carbohydrate content.,,Onset 10-20 min; peak 1-3hr; duration 3-5hr. High hypoglycemia risk if meal skipped after injection.,,"4 CONTRAINDICATIONS NOVOLOG is contraindicated: • During episodes of hypoglycemia [see Warnings and Precautions ( 5.3 )] • In patients with hypersensitivity to NOVOLOG or one of its excipients, [see Warnings and Precautions ( 5.5 )] • During episodes of hypoglycemia ( 4 ). • Hypersensitivity to NOVO","7 DRUG INTERACTIONS The table below presents clinically significant drug interactions with NOVOLOG. Drugs That May Increase the Risk of Hypoglycemia Drugs: Antidiabetic agents, ACE inhibitors, angiotensin II receptor blocking agents, disopyramide, fibrates, fluoxetine, monoamine oxidase inhibitors, pentoxifylline, pramlintide, salicylates, somatostatin analog (e.g., octreotide), and sulfonamide an",8.1 Pregnancy Risk Summary Available information from published randomized controlled trials with insulin aspart use during the second trimester of pregnancy have not reported an association with insu,NAUSEA|DYSPNOEA|BLOOD GLUCOSE INCREASED|HYPOGLYCAEMIA|VOMITING|OFF LABEL USE|DIARRHOEA|ABDOMINAL PAIN,1653202|1653204,50090-4500,A-S Medication Solutions
contraceptive_pill_ethinyl_estradiol,True,LEVONORGESTREL AND ETHINYL ESTRADIOL,Iclevia,Microgynon|Yasmin|Loestrin,contraceptive,combined oral contraceptive pill,Estrogen + progestin → suppresses LH/FSH surges → inhibits ovulation; thickens cervical mucus; alters endometrium,oral,,,26,26,98,45,30,CYP3A4,,False,,Contraceptive effect,BP annually|Breast exam|Cervical smear|VTE risk assessment|Migraine pattern,X,Can be taken with or without food. Take at same time each day.,migraine with aura|age >35 + smoking|VTE history|estrogen-sensitive cancer|severe hypertension,"ENZYME INDUCERS (rifampicin, carbamazepine, phenytoin, St. John's Wort) reduce efficacy — use barrier method + higher-dose OCP. Lamotrigine clearance increased significantly by OCP — monitor seizure control.",,"4 CONTRAINDICATIONS Iclevia is contraindicated in females who are known to have or develop the following conditions: A high risk of arterial or venous thrombotic diseases. Examples include females who are known to: Smoke, if over age 35 [see Boxed Warning and Warnings and Precautions (5.1) ]. Have c","7 DRUG INTERACTIONS The sections below provide information on substances for which data on drug interactions with COCs are available. There is little information available about the clinical effect of most drug interactions that may affect COCs. However, based on the known pharmacokinetic effects of these drugs, clinical strategies to minimize any potential adverse effect on contraceptive effectiv","8.1 Pregnancy Risk Summary There is no use for contraception in pregnancy; therefore, Iclevia should be discontinued during pregnancy. Epidemiologic studies and meta-analyses have not found an increas",PAIN|NO ADVERSE EVENT|PRODUCT ADHESION ISSUE|FATIGUE|DYSPNOEA|RASH|DRUG INEFFECTIVE|PRURITUS,238019|748797|751901,65862-865,Aurobindo Pharma Limited
testosterone,True,TESTOSTERONE,Testopel,AndroGel|Testim|Depo-Testosterone,hormone,androgen,"Binds androgen receptor → promotes male secondary sexual characteristics, spermatogenesis, erythropoiesis, muscle/bone anabolism",transdermal|IM|subcutaneous implant,SUBCUTANEOUS,,10,100,98,10,10,CYP3A4,,False,,Total T: 300-1000 ng/dL (morning trough),Testosterone level (morning)|Hematocrit (erythrocytosis)|PSA annually >40yr|BP|Lipids,X,Transdermal: do not apply to scrotum/damaged skin. Wash hands after. Do not shower/swim 5hr post-application.,,Erythrocytosis risk — hold if Hct >54%. Stimulates PSA — monitor prostate. Increases warfarin effect. Contraindicated in prostate/breast cancer.,"WARNINGS In patients with breast cancer, androgen therapy may cause hypercalcemia by stimulating osteolysis. In this case, the drug should be discontinued. Prolonged use of high doses of androgens has been associated with the development of peliosis hepatis and hepatic neoplasms including hepatocell","CONTRAINDICATIONS Androgens are contraindicated in men with carcinomas of the breast or with known or suspected carcinomas of the prostate. If administered to pregnant women, androgens cause virilization of the external genitalia of the female fetus. The virilization includes clitoromegaly, abnormal",,,DRUG INEFFECTIVE|FATIGUE|OFF LABEL USE|PAIN|MYOCARDIAL INFARCTION|NAUSEA|HEADACHE|ANXIETY,318240|404405,66887-004,"Endo USA, Inc."
levodopa_carbidopa,True,"CARBIDOPA, LEVODOPA AND ENTACAPONE","CARBIDOPA, LEVODOPA AND ENTACAPONE",Sinemet|Madopar (levodopa/benserazide),antiparkinsonian,dopamine precursor,"Levodopa crosses BBB → DOPA decarboxylase → dopamine. Carbidopa inhibits peripheral DOPA decarboxylase → reduces levodopa side effects, increases CNS delivery",oral,ORAL,,1.5,2,10,70,70,,,False,2000,Clinical motor function; minimize dyskinesia,Motor function (UPDRS)|Orthostatic BP|Dyskinesia onset|Impulse control disorders|Nausea,C,HIGH-PROTEIN MEALS compete for absorption via large neutral amino acid transporters — take 30-60 min before or 1-2hr after protein-rich meals for maximal effect. Food reduces Cmax but protein is the key interaction.,,MAOIs (non-selective) absolutely contraindicated — hypertensive crisis. Dopamine agonists (pramipexole) added to extend honeymoon period. Wearing-off and on-off phenomena develop over time.,,"4 CONTRAINDICATIONS Carbidopa, levodopa and entacapone tablets are contraindicated in patients: Taking nonselective monoamine oxidase (MAO) inhibitors (e.g., phenelzine and tranylcypromine). These nonselective MAO inhibitors must be discontinued at least two weeks prior to initiating therapy with ca","7 DRUG INTERACTIONS Drugs metabolized by COMT: use with caution ( 5.11 , 7.2 ) Anti-hypertensive agents: dose adjustment may be required ( 7.3 ) Tricyclic antidepressants: risk of hypertension and dyskinesia reported during concomitant use with carbidopa/levodopa ( 7.4 ) Dopamine D2 receptor antagonists, isoniazid, phenytoin, papaverine and iron salts: may reduce efficacy of carbidopa, levodopa an","8.1 Pregnancy Risk Summary There are no adequate data on the developmental risk associated with the use of carbidopa, levodopa and entacapone tablets in pregnant women. In animals, administration of c",FALL|DEATH|HALLUCINATION|DRUG INEFFECTIVE|DYSKINESIA|PARKINSON^S DISEASE|TREMOR|GAIT DISTURBANCE,403850|403851|403852,16571-689|16571-690,"Rising Pharma Holdings, Inc."
pramipexole,True,PRAMIPEXOLE DIHYDROCHLORIDE,Pramipexole dihydrochloride,Mirapex,antiparkinsonian,dopamine agonist (D3 > D2),Direct D2/D3 receptor agonism in striatum and substantia nigra,oral,ORAL,,8,12,15,90,90,,,False,4.5,"Clinical effect (motor symptoms, RLS)","Impulse control disorders (gambling, hypersexuality)|Sleep attacks/somnolence (no driving)|Orthostatic BP|Edema|Hallucinations in elderly",C,Can be taken with or without food,,"Impulse control disorders in up to 17% (gambling, shopping, hypersexuality) — counsel patients and carers. Sleep attacks without warning — no driving. Renal dose adjustment if CrCl <60.",,4 CONTRAINDICATIONS None. None (4),"7 DRUG INTERACTIONS Dopamine antagonists: May diminish the effectiveness of pramipexole (7.1). 7.1 Dopamine Antagonists Since pramipexole is a dopamine agonist, it is possible that dopamine antagonists, such as the neuroleptics (phenothiazines, butyrophenones, thioxanthenes) or metoclopramide, may diminish the effectiveness of pramipexole dihydrochloride extended-release tablets.",8.1 Pregnancy Risk Summary There are no adequate data on the developmental risk associated with the use of pramipexole dihydrochloride extended-release in pregnant women. No adverse developmental effe,DRUG INEFFECTIVE|FATIGUE|FALL|NAUSEA|PAIN|CONDITION AGGRAVATED|OFF LABEL USE|DIZZINESS,901534|901541|901546,55111-611|55111-612,Dr. Reddy's Laboratories Limited
baclofen,True,BACLOFEN,BACLOFEN,Lioresal,muscle relaxant,GABA-B agonist,GABA-B receptor agonism → inhibits mono- and polysynaptic spinal reflexes → muscle relaxation,oral|intrathecal,ORAL,,3,4,30,87,85,,,False,80,Clinical spasticity control,"Sedation/drowsiness|Renal function (dose adjust)|Abrupt withdrawal (seizures, hyperthermia)",C,Take WITH food to reduce GI upset,,"NEVER stop abruptly — withdrawal can cause seizures, hyperthermia, hallucinations (especially intrathecal baclofen). Taper slowly.","WARNINGS a. Neonatal Withdrawal Symptoms: Withdrawal symptoms have been reported starting hours to days after delivery in neonates whose mothers were treated with oral baclofen throughout pregnancy. The symptoms of withdrawal in these infants have included increased muscle tone, tremor, jitteriness,",CONTRAINDICATIONS Hypersensitivity to baclofen.,,,FATIGUE|PAIN|DRUG INEFFECTIVE|FALL|NAUSEA|HEADACHE|GAIT DISTURBANCE|OFF LABEL USE,197392,70518-4530,REMEDYREPACK INC.
tamsulosin,True,TAMSULOSIN HYDROCHLORIDE,tamsulosin hydrochloride,Flomax,urological agent,alpha-1A adrenergic antagonist,Selective alpha-1A blockade in prostate smooth muscle → relaxes bladder neck and prostate → improved urine flow,oral,ORAL,,9,13,94,90,76,CYP3A4,CYP2D6,False,0.8,Symptom relief (AUA symptom score),BP (orthostasis)|Intraoperative Floppy Iris Syndrome (IFIS) — warn ophthalmologist before cataract surgery,B,Take 30 min after same meal each day — food reduces peak concentration and orthostatic hypotension risk.,,Intraoperative Floppy Iris Syndrome — MUST inform surgeon before any eye surgery. Orthostatic hypotension worse with first dose. CYP3A4/2D6 inhibitors increase levels.,,"4 CONTRAINDICATIONS Tamsulosin hydrochloride capsules are contraindicated in patients known to be hypersensitive to tamsulosin hydrochloride or any component of tamsulosin hydrochloride capsules. Reactions have included skin rash, urticaria, pruritus, angioedema, and respiratory symptoms [see Advers","7 DRUG INTERACTIONS • Tamsulosin hydrochloride capsules 0.4 mg should not be used with strong inhibitors of CYP3A4 (e.g., ketoconazole). Tamsulosin hydrochloride capsules should be used with caution in combination with moderate inhibitors of CYP3A4 (e.g., erythromycin), in combination with strong (e.g., paroxetine) or moderate (e.g., terbinafine) inhibitors of CYP2D6, or in patients known to be CY",8.1 Pregnancy Risk Summary Tamsulosin hydrochloride is not indicated for use in women. There are no adequate data on the developmental risk associated with the use of tamsulosin hydrochloride in pregn,FATIGUE|DYSPNOEA|DIARRHOEA|DIZZINESS|DEATH|DRUG INEFFECTIVE|FALL|OFF LABEL USE,863669,72865-350,"XLCare Pharmaceuticals, Inc."
